ID,Hotel_name,Marks,City,Satisfaction,Reviews,Price,Distances,Discriptions,Stars,Breakfast
29,Dormir Apartments,9.3,Zagreb,Wonderful,222,211,1.9,Apartment with Balcony,3,Not included
32,MANDA Heritage Hotel,9.2,LowerTown,Wonderful,1285,336,0.5,Standard King Room,0,Not included
42,Admiral Hotel,9.2,Jarun,Wonderful,2377,668,5,Single Room,4,Breakfast included
44,Casablanca Boutique Bed&Breakfast,9.2,LowerTown,Wonderful,1078,313,1.2,Single Room,3,Breakfast included
46,Hotel PARK 45,9.1,LowerTown,Wonderful,2184,524,0.7,Standard Single Room,4,Breakfast included
47,Canopy by Hilton Zagreb City Centre,9.0,LowerTown,Wonderful,1827,430,1,Standard King Room,4,Not included
48,Rooms Zagreb 17,9.3,UpperTown–Medvescak,Wonderful,544,253,0.25,Comfort Double Room,4,Not included
50,Hotel 9,9.0,Zagreb,Wonderful,1631,477,1.8,Standard Double Room,4,Not included
52,Canopy by Hilton Zagreb City Centre,9.0,LowerTown,Wonderful,1827,430,1,Standard King Room,4,Not included
53,Rooms Lara,9.0,Zagreb,Wonderful,132,158,2.9,Double Room,3,Not included
54,Rooms Zagreb 17,9.3,UpperTown–Medvescak,Wonderful,544,253,0.25,Comfort Double Room,4,Not included
59,Apartments Lucky Place 2,9.0,LowerTown,Wonderful,906,235,1,Studio,2,Not included
61,WOODY - Your Sleep Oasis in Zagreb,9.3,LowerTown,Wonderful,109,235,0.5,Studio Apartment,3,Not included
65,Hotel AS,9.0,UpperTown–Medvescak,Wonderful,441,430,1.6,Single Deluxe,4,Breakfast included
66,Chez Ria,9.2,UpperTown–Medvescak,Wonderful,126,253,0.5,One-Bedroom Apartment,3,Not included
69,Hotel 9,9.0,Zagreb,Wonderful,1631,477,1.8,Standard Double Room,4,Not included
71,Livris Hotel,9.2,Zagreb,Wonderful,1442,313,2.3,Budget Single Room,4,Breakfast included
72,Premium Class Apartments II,9.3,LowerTown,Wonderful,78,328,0.05,One-Bedroom Apartment,4,Not included
74,The Dots Hostel,9.2,LowerTown,Wonderful,565,235,0.45,Single Room with Shared Bathroom,0,Not included
75,At queens,9.1,LowerTown,Wonderful,1027,222,0.7,Superior Apartment,3,Not included
77,Hotel AS,9.0,UpperTown–Medvescak,Wonderful,441,430,1.6,Single Deluxe,4,Breakfast included
78,Chez Ria,9.2,UpperTown–Medvescak,Wonderful,126,253,0.5,One-Bedroom Apartment,3,Not included
79,WOODY - Your Sleep Oasis in Zagreb,9.3,LowerTown,Wonderful,109,235,0.5,Studio Apartment,3,Not included
81,Main Square Modern Apartments,9.4,LowerTown,Wonderful,473,258,0.3,Studio Apartment,4,Not included
82,LOOX serviced apartments Hatzova,9.3,LowerTown,Wonderful,443,328,0.7,Studio Apartment,3,Not included
84,Premium Class Apartments II,9.3,LowerTown,Wonderful,78,328,0.05,One-Bedroom Apartment,4,Not included
86,Apartments Lucky Place 2,9.0,LowerTown,Wonderful,906,235,1,Studio,2,Not included
87,"Naomi app,Netflix,between bus and train station",9.3,LowerTown,Wonderful,46,205,0.9,One-Bedroom Apartment,3,Not included
88,Annie's Bed&Breakfast,9.2,LowerTown,Wonderful,1301,383,0.9,Double Room with Private Bathroom,4,Breakfast included
89,Apartment Nirvana,9.3,Zagreb,Wonderful,161,197,2,Apartment - Ground Floor,3,Not included
91,Rooms Lidija,9.3,UpperTown–Medvescak,Wonderful,232,197,1.4,Standard Single Room,3,Not included
93,Hotel Jarun,9.4,Jarun,Wonderful,1348,493,4.4,Double Room,3,Not included
94,Hotel Capital,9.4,LowerTown,Wonderful,515,826,0.4,Superior Double or Twin Room with Atrium View,4,Not included
96,Apartments Lucky Place,9.1,LowerTown,Wonderful,639,282,1,Studio with Double Bed,2,Not included
98,At queens,9.1,LowerTown,Wonderful,1027,222,0.7,Superior Apartment,3,Not included
99,Livris Hotel,9.2,Zagreb,Wonderful,1442,313,2.3,Budget Single Room,4,Breakfast included
102,B&B Dolac,9.4,LowerTown,Wonderful,243,477,0.05,Double Room with Private Bathroom,4,Breakfast included
104,Bumblebee Luxury Apartments 2,9.4,LowerTown,Wonderful,274,469,0.6,One-Bedroom Apartment,3,Not included
105,Chez Ria,9.2,UpperTown–Medvescak,Wonderful,126,253,0.5,One-Bedroom Apartment,3,Not included
106,Rooms at Zajčeva 34,9.4,Maksimir,Wonderful,1595,369,1.8,Superior Twin Room with City View,3,Not included
107,B&B Fontana,9.1,LowerTown,Wonderful,929,430,0.5,Double Room with Private Bathroom,4,Breakfast included
111,WOODY - Your Sleep Oasis in Zagreb,9.3,LowerTown,Wonderful,109,235,0.5,Studio Apartment,3,Not included
115,Maksimir-Rebro,9.1,Maksimir,Wonderful,394,235,3,Apartment - Ground Floor,3,Not included
116,Apartmani Arena Zagreb,9.2,NoviZagreb,Wonderful,234,169,5.1,One-Bedroom Apartment,3,Not included
118,Apartments Lisinski,9.4,Zagreb,Wonderful,1005,200,1.5,Studio Apartment,3,Not included
119,MonikaRooms,9.3,Zagreb,Wonderful,331,225,2.6,Twin Room with Private Bathroom,3,Not included
126,Apartman Grand,9.1,Zagreb,Wonderful,171,244,2.7,One-Bedroom Apartment,3,Not included
130,Main Square Modern Apartments,9.4,LowerTown,Wonderful,473,258,0.3,Studio Apartment,4,Not included
131,Zagreb Spin&Fly,9.3,LowerTown,Wonderful,645,357,0.6,Studio Apartment,4,Not included
135,Elenas Rooms & Apartment,9.4,LowerTown,Wonderful,883,375,0.35,Deluxe Double Room,4,Not included
136,LOOX serviced apartments Hatzova,9.3,LowerTown,Wonderful,443,328,0.7,Studio Apartment,3,Not included
137,Villa Zoki - soba dnevni najam,9.1,Zagreb,Wonderful,121,151,5.5,Deluxe Double or Twin Room,3,Not included
138,Random Room,9.1,Zagreb,Wonderful,194,141,8.2,Double Room,3,Not included
144,MKR Family Room,9.0,LowerTown,Wonderful,276,291,0.15,Studio Apartment,3,Not included
147,INFINITY CENTAR Zagreb,9.4,LowerTown,Wonderful,181,328,0.4,Deluxe Double Room,4,Not included
148,Apartments ZAGREB TALES,9.2,LowerTown,Wonderful,229,244,0.7,One-Bedroom Apartment,3,Not included
149,Zagreb Sleep & Eat,9.3,LowerTown,Wonderful,634,444,0.4,One-Bedroom Apartment,4,Not included
151,Dežman Luxury Center,9.1,LowerTown,Wonderful,692,469,0.6,Deluxe Double Room,4,Not included
154,Studio Apartments City&style,9.4,LowerTown,Wonderful,282,352,0.7,Deluxe King Studio,4,Not included
155,DTA Hebrangova,9.0,LowerTown,Wonderful,211,239,0.5,Studio,3,Not included
157,At queens,9.1,LowerTown,Wonderful,1027,222,0.7,Superior Apartment,3,Not included
158,Apartments S&A,9.1,UpperTown–Medvescak,Wonderful,27,328,0.5,One-Bedroom Apartment,4,Not included
159,Go2Zagreb,9.1,Zagreb,Wonderful,15,469,1.1,Superior Apartment,0,Not included
162,MKR Family Room,9.0,LowerTown,Wonderful,276,291,0.15,Studio Apartment,3,Not included
163,Apartment Nirvana,9.3,Zagreb,Wonderful,161,197,2,Apartment - Ground Floor,3,Not included
164,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful,67,296,2.3,Two-Bedroom Apartment,3,Breakfast included
165,Rooms at Zajčeva 34,9.4,Maksimir,Wonderful,1595,369,1.8,Superior Twin Room with City View,3,Not included
166,Random Room,9.1,Zagreb,Wonderful,194,141,8.2,Double Room,3,Not included
168,Dalija apartman,9.4,Zagreb,Wonderful,29,235,7.1,Apartment,3,Not included
170,Apartman Grand,9.1,Zagreb,Wonderful,171,244,2.7,One-Bedroom Apartment,3,Not included
175,Momo's Studio Apartment Zagreb,9.0,Zagreb,Wonderful,139,230,1.7,Apartment,3,Not included
177,Maksimir-Rebro,9.1,Maksimir,Wonderful,394,235,3,Apartment - Ground Floor,3,Not included
180,Hotel AS,9.0,UpperTown–Medvescak,Wonderful,441,477,1.6,Deluxe Double or Twin Room,4,Breakfast included
184,City Centre Dream place,9.2,LowerTown,Wonderful,382,425,0.5,Studio Apartment,4,Not included
186,Aurea City Center Apartment Zagreb,9.4,LowerTown,Wonderful,31,366,0.35,Studio Apartment,4,Not included
188,Apartments Lucky Place,9.1,LowerTown,Wonderful,639,282,1,Studio with Double Bed,2,Not included
191,JUPITER Apartment Zagreb Centar,9.2,LowerTown,Wonderful,32,328,0.8,One-Bedroom Apartment,3,Not included
196,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful,67,296,2.3,Two-Bedroom Apartment,3,Breakfast included
197,Citylux Apartments,9.4,LowerTown,Wonderful,300,352,1.1,Studio Apartment,3,Not included
200,Octagon Main Square Apartment,9.0,LowerTown,Wonderful,100,282,0.2,Luxury One-Bedroom Apartment,4,Not included
201,Zagreb center free parking,9.0,LowerTown,Wonderful,153,328,1.2,One-Bedroom Apartment,3,Not included
203,At queens,9.1,LowerTown,Wonderful,1027,222,0.7,Superior Apartment,3,Not included
204,Zagreb Sleep & Eat,9.3,LowerTown,Wonderful,634,444,0.4,One-Bedroom Apartment,4,Not included
207,Apartmani Arena Zagreb,9.2,NoviZagreb,Wonderful,234,169,5.1,One-Bedroom Apartment,3,Not included
209,City Centre Dream place,9.2,LowerTown,Wonderful,382,425,0.5,Studio Apartment,4,Not included
216,Indigo Centar,9.1,LowerTown,Wonderful,341,469,0.7,Apartment with Terrace,4,Not included
217,Apartment Karlos,9.2,Zagreb,Wonderful,123,235,1.6,Studio Apartment,3,Not included
219,City Garden Studio Apartment,9.4,LowerTown,Wonderful,45,399,0.9,Studio with Garden View,3,Not included
220,St. Marks Apartment 1,9.0,UpperTown–Medvescak,Wonderful,162,282,0.5,Studio Apartment,4,Not included
225,Tesla Boutique Apartments & Rooms,9.1,LowerTown,Wonderful,568,446,0.3,Deluxe One-Bedroom Apartment,4,Not included
231,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful,82,338,1.7,Apartment - Ground Floor,3,Not included
237,Apartments and Rooms Trsje,9.0,Zagreb,Wonderful,71,652,3.7,Deluxe Two-Bedroom Apartment,4,Not included
252,Tulip & Rose Zagreb Apartment,9.1,LowerTown,Wonderful,119,563,1,Studio Apartment,3,Not included
253,Octagon Main Square Apartment,9.0,LowerTown,Wonderful,100,282,0.2,Luxury One-Bedroom Apartment,4,Not included
255,JUPITER Apartment Zagreb Centar,9.2,LowerTown,Wonderful,32,328,0.8,One-Bedroom Apartment,3,Not included
266,Design District Apartments,9.2,LowerTown,Wonderful,63,399,0.6,Studio Apartment,3,Not included
271,Zagreb Spin&Fly Palma,9.3,LowerTown,Wonderful,489,328,0.5,Studio Apartment,3,Not included
276,Croatia_Zagreb Apartment,9.3,Maksimir,Wonderful,8,422,1.8,Two-Bedroom Apartment,3,Not included
277,Nova Galerija Studio Vita i Apartman Sara,9.1,Zagreb,Wonderful,94,422,6.5,Standard Studio,4,Not included
281,Studio apartman Bruno,9.3,NoviZagreb,Wonderful,156,223,4.5,One-Bedroom Apartment,3,Not included
284,Maksimir-Rebro,9.1,Maksimir,Wonderful,394,235,3,Apartment - Ground Floor,3,Not included
285,Apartman Golf,9.4,LowerTown,Wonderful,44,222,0.3,Two-Bedroom Apartment,3,Not included
287,TOP Apartman,9.3,LowerTown,Wonderful,94,235,0.35,Apartment,3,Not included
290,Apartments Lisinski,9.4,Zagreb,Wonderful,1005,200,1.5,Studio Apartment,3,Not included
291,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful,82,338,1.7,Apartment - Ground Floor,3,Not included
292,In-N-Out Ilica,9.1,LowerTown,Wonderful,80,422,0.8,Studio Apartment,4,Not included
301,Ilica Luxury Center,9.1,LowerTown,Wonderful,300,422,0.15,Deluxe Double Room,4,Not included
314,Apartman Urban & 4,9.1,NoviZagreb,Wonderful,157,328,4.2,Apartment,3,Not included
326,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful,67,296,2.3,Two-Bedroom Apartment,3,Breakfast included
337,Flexible SelfCheckIns 27 - Bedroom - NEW,9.3,Zagreb,Wonderful,48,334,3.1,One-Bedroom Apartment,3,Not included
339,Apartment Keglich,9.3,Zagreb,Wonderful,59,235,1.9,Two-Bedroom Apartment,3,Not included
341,Apartment Vali,9.2,Zagreb,Wonderful,185,282,2,Apartment - Ground Floor,3,Not included
342,Apartman Stoosova Deluxe,9.0,Maksimir,Wonderful,171,338,2,Apartment with Garden View,4,Not included
344,Studio Apartments City&style,9.4,LowerTown,Wonderful,282,352,0.7,Deluxe King Studio,4,Not included
346,Apartment Roza,9.1,Maksimir,Wonderful,105,253,1.7,Studio Apartment,3,Not included
350,Servus Zagreb,9.2,UpperTown–Medvescak,Wonderful,152,290,0.3,Apartment,3,Not included
363,Hotel Liabeny,9.1,MadridCityCenter,Wonderful,5937,751,0.25,Double Room Single Use,4,Not included
374,Preciados,9.0,MadridCityCenter,Wonderful,2737,748,0.5,Deluxe Double Room,4,Not included
404,Catalonia Plaza Mayor,9.0,MadridCityCenter,Wonderful,2336,798,0.45,Double or Twin Room,4,Not included
414,Catalonia Plaza Mayor,9.0,MadridCityCenter,Wonderful,2336,798,0.45,Double or Twin Room,4,Not included
432,Catalonia Puerta del Sol,9.0,MadridCityCenter,Wonderful,1331,938,0.3,Double or Twin Room,4,Not included
435,Catalonia Las Cortes,9.2,MadridCityCenter,Wonderful,1173,938,0.45,Double or Twin Room,4,Not included
451,Pestana Plaza Mayor Madrid,9.0,MadridCityCenter,Wonderful,3534,1192,0.4,Standard Room,4,Not included
452,Only YOU Boutique Hotel Madrid,9.1,MadridCityCenter,Wonderful,2529,1642,0.9,Small Double Room,4,Not included
473,Hotel Regina,9.2,MadridCityCenter,Wonderful,10841,1396,0.3,Single Room,3,Breakfast included
489,ARTIEM Madrid,9.3,CiudadLineal,Wonderful,1370,509,5.5,Standard Double Room (1 Adult),4,Not included
495,Only YOU Hotel Atocha,9.1,Retiro,Wonderful,7742,1290,1.7,Deluxe Double or Twin Room,4,Not included
503,UVE Marcenado,9.2,Chamartín,Wonderful,1711,605,4.1,Single Standard,3,Not included
518,Barceló Imagine,9.1,Chamartín,Wonderful,2488,686,6.2,Deluxe Double or Twin Room,5,Not included
524,Hostal Main Street Madrid,9.0,MadridCityCenter,Wonderful,2343,981,0.5,Exterior Double Room,3,Not included
541,Catalonia Puerta del Sol,9.0,MadridCityCenter,Wonderful,1331,938,0.3,Double or Twin Room,4,Not included
544,Hostal Main Street Madrid,9.0,MadridCityCenter,Wonderful,2343,981,0.5,Exterior Double Room,3,Not included
550,The Central House Lavapiés,9.1,MadridCityCenter,Wonderful,2458,190,0.7,Bed in 8-Bed Mixed Dormitory Room,0,Not included
556,ARTIEM Madrid,9.3,CiudadLineal,Wonderful,1370,509,5.5,Standard Double Room (1 Adult),4,Not included
602,L&H La Latina Selection,9.0,MadridCityCenter,Wonderful,1542,859,1.1,Superior Double Room,3,Not included
630,CoolRooms Palacio de Atocha,9.4,MadridCityCenter,Wonderful,788,1426,0.45,Deluxe,4,Not included
635,"Atocha Hotel Madrid, Tapestry Collection by Hilton",9.2,MadridCityCenter,Wonderful,271,1004,1,King Guest Room,4,Not included
636,Hotel Regina,9.2,MadridCityCenter,Wonderful,10841,1396,0.3,Single Room,3,Breakfast included
640,Posada del León de Oro Boutique Hotel,9.0,MadridCityCenter,Wonderful,1122,981,0.6,Double Room,4,Not included
660,Room Mate Alba,9.2,MadridCityCenter,Wonderful,2650,1236,0.45,Double Room,4,Not included
662,Room Mate Alba,9.2,MadridCityCenter,Wonderful,2650,1236,0.45,Double Room,4,Not included
665,Vincci The Mint,9.1,MadridCityCenter,Wonderful,3110,2581,0.5,Twin Room,4,Not included
695,Only YOU Hotel Atocha,9.1,Retiro,Wonderful,7742,1290,1.7,Deluxe Double or Twin Room,4,Not included
708,Pestana Plaza Mayor Madrid,9.0,MadridCityCenter,Wonderful,3534,1192,0.4,Standard Room,4,Not included
714,The Madrid EDITION,9.3,MadridCityCenter,Wonderful,98,2457,0.25,Superior King Room,5,Not included
716,The Central House Lavapiés,9.1,MadridCityCenter,Wonderful,2458,190,0.7,Bed in 8-Bed Mixed Dormitory Room,0,Not included
736,"URSO Hotel & Spa, a Small Luxury Hotel of the World",9.0,MadridCityCenter,Wonderful,649,1981,1.2,Double or Twin Room,5,Not included
793,Monte Triana,9.0,Triana,Wonderful,1373,446,1.1,Double or Twin Room,4,Not included
794,Pensión Córdoba,9.2,OldTown,Wonderful,791,164,0.6,Single Room with Private Bathroom,3,Not included
795,Monte Carmelo,9.1,LosRemedios,Wonderful,881,408,1.3,Single Room,4,Not included
796,Eurostars Guadalquivir,9.1,LosRemedios,Wonderful,3584,503,1.3,Single Room,4,Not included
797,Eurostars Torre Sevilla,9.0,Triana,Wonderful,6429,699,1.3,Deluxe Room,5,Not included
802,Hotel Casa 1800 Sevilla,9.0,OldTown,Wonderful,1237,690,0.5,Premium Room,4,Not included
810,Hotel Giralda Center,9.2,Nervión,Wonderful,808,439,1.3,Double Room,4,Not included
811,Hotel Giralda Center,9.2,Nervión,Wonderful,808,439,1.3,Double Room,4,Not included
812,Las Casas de El Arenal,9.0,OldTown,Wonderful,1120,718,0.2,Double or Twin Room,4,Not included
813,Petit Palace Vargas,9.0,OldTown,Wonderful,2076,502,0.6,Standard Double or Twin Room,2,Not included
815,Soho Boutique Catedral,9.1,OldTown,Wonderful,2093,652,0.15,Double or Twin Room,4,Not included
820,Hotel Rey Alfonso X,9.0,OldTown,Wonderful,4031,568,0.7,Double or Twin Room (1-2 Adults),4,Not included
831,Hotel Posada del Lucero,9.2,OldTown,Wonderful,2810,619,0.7,Double or Twin Room (1-2 Adults),4,Not included
833,H10 Corregidor Boutique Hotel,9.1,OldTown,Wonderful,1791,400,0.8,Single Room,3,Not included
836,Hotel Posada del Lucero,9.2,OldTown,Wonderful,2810,619,0.7,Double or Twin Room (1-2 Adults),4,Not included
838,H10 Corregidor Boutique Hotel,9.1,OldTown,Wonderful,1791,400,0.8,Single Room,3,Not included
842,"Hotel Alfonso XIII, a Luxury Collection Hotel, Seville",9.0,OldTown,Wonderful,1276,1422,0.8,Deluxe Single Room with Courtyard View,5,Not included
858,H10 Casa de la Plata,9.4,OldTown,Wonderful,1367,772,0.4,Double or Twin Room,4,Not included
862,Hotel Rey Alfonso X,9.0,OldTown,Wonderful,4031,568,0.7,Double or Twin Room (1-2 Adults),4,Not included
863,4 Estaciones B&B,9.3,Sur,Wonderful,13,211,3.6,Single Room,0,Breakfast included
865,Eurostars Torre Sevilla,9.0,Triana,Wonderful,6429,699,1.3,Deluxe Room,5,Not included
888,Abril by Pillow,9.0,OldTown,Wonderful,734,319,0.8,Interior Single Room,2,Not included
913,La Bella Sevilla,9.0,OldTown,Wonderful,495,520,0.25,Single Room,3,Not included
928,Hotel Casa 1800 Sevilla,9.0,OldTown,Wonderful,1237,690,0.5,Premium Room,4,Not included
930,Welldone Cathedral,9.0,OldTown,Wonderful,932,733,0.3,Deluxe Room,4,Not included
933,Apartamentos Eslava,9.4,OldTown,Wonderful,352,375,1,One-Bedroom Apartment with Interior view,3,Not included
937,H10 Casa de la Plata,9.4,OldTown,Wonderful,1367,772,0.4,Double or Twin Room,4,Not included
938,El Rey Moro Hotel Boutique,9.1,OldTown,Wonderful,487,868,0.6,Budget Twin Room,4,Not included
940,CasAQuintero Apartments,9.2,OldTown,Wonderful,440,422,0.25,Studio - Ground Floor,3,Not included
949,La Bella Sevilla,9.0,OldTown,Wonderful,495,520,0.25,Single Room,3,Not included
954,La Banda Rooftop Hostel,9.2,OldTown,Wonderful,556,181,0.4,Bed in 8-Bed Dormitory Room with Shared Bathroom,0,Breakfast included
955,Palacio Bucarelli,9.3,OldTown,Wonderful,622,671,1.2,Deluxe Apartment,4,Breakfast included
957,Suites Machado,9.4,OldTown,Wonderful,415,418,0.6,Suite with Terrace,4,Not included
958,Casa Gloria Apartments,9.0,OldTown,Wonderful,1171,663,0.5,Standard Apartment,4,Not included
965,La Banda Rooftop Hostel,9.2,OldTown,Wonderful,556,181,0.4,Bed in 8-Bed Dormitory Room with Shared Bathroom,0,Breakfast included
968,Suites Machado,9.4,OldTown,Wonderful,415,418,0.6,Suite with Terrace,4,Not included
970,Casa Gloria Apartments,9.0,OldTown,Wonderful,1171,663,0.5,Standard Apartment,4,Not included
971,"Radisson Collection Hotel, Magdalena Plaza Sevilla",9.2,OldTown,Wonderful,788,1098,0.3,Superior Collection Room,5,Not included
975,Apartamentos Core Suite Sevilla,9.0,OldTown,Wonderful,373,446,0.4,Studio Apartment,4,Not included
976,Abril by Pillow,9.0,OldTown,Wonderful,734,319,0.8,Interior Single Room,2,Not included
980,Palacio Bucarelli,9.3,OldTown,Wonderful,622,671,1.2,Deluxe Apartment,4,Breakfast included
982,Casa Bailen Sevilla Apartamentos,9.2,OldTown,Wonderful,227,845,0.45,Standard Apartment,4,Not included
988,Puerta Catedral Apartments,9.1,OldTown,Wonderful,12,809,0.25,Suite Apartment,3,Not included
992,Apartamentos Hom Sevilla,9.0,OldTown,Wonderful,687,493,0.2,Standard Studio,3,Not included
999,"Querencia de Sevilla, Autograph Collection",9.4,OldTown,Wonderful,103,924,0.1,Deluxe King Room Patio View,4,Not included
1000,Sevilla Home Center Suites,9.3,OldTown,Wonderful,271,639,0.35,Premium Apartment without Pool,4,Not included
1004,Casa Sevilla 1855 Suites by Época,9.4,OldTown,Wonderful,322,604,0.6,Studio Apartment,4,Not included
1008,Puerta Catedral Indias Lofts,9.4,OldTown,Wonderful,113,943,0.6,Loft,4,Not included
1009,Hotel Tayko Sevilla,9.4,OldTown,Wonderful,79,704,0.7,Single Room,4,Not included
1011,"Hôtel de France, un hôtel AMMI",9.0,NiceCityCentre,Wonderful,2541,622,1,Small Standard Double Room,3,Not included
1017,Palm Hôtel Nice,9.0,NiceCityCentre,Wonderful,364,373,0.4,Single Room,3,Not included
1061,Boutique Hotel Nice Côte d'azur,9.0,NiceCityCentre,Wonderful,959,526,0.8,Double Room,4,Not included
1067,Aparthotel AMMI Vieux Nice,9.4,NiceOldTown,Wonderful,567,622,0.7,Standard Studio,3,Not included
1088,Aparthotel AMMI Vieux Nice,9.4,NiceOldTown,Wonderful,567,622,0.7,Standard Studio,3,Not included
1115,Carnival Palace - Venice Collection,9.1,Cannaregio,Wonderful,3280,838,2,Economy Double Room,4,Not included
1122,Palazzo Veneziano - Venice Collection,9.3,Dorsoduro,Wonderful,3853,950,1.3,Economy Double Room,4,Not included
1135,Venice Times Hotel,9.1,Cannaregio,Wonderful,1118,765,1.6,Classic Double Room,4,Breakfast included
1143,Venice Times Hotel,9.1,Cannaregio,Wonderful,1118,723,1.6,Double Single Use Classic,4,Breakfast included
1157,Ca' Riza,9.2,SantaCroce,Wonderful,824,549,1.2,Standard Double Room,0,Breakfast included
1173,PALAZZO PIANCA,9.1,SanMarco,Wonderful,704,1234,0.5,Suite,4,Not included
1178,Egò Boutique Hotel The Silk Road,9.3,SanMarco,Wonderful,386,1523,0.45,Classic King Room,4,Breakfast included
1183,Al Theatro Palace,9.0,SanMarco,Wonderful,1051,873,0.4,Superior Double or Twin Room,4,Breakfast included
1184,Corte Barozzi Venice Suites,9.0,SanMarco,Wonderful,623,704,0.3,Double or Twin Room,0,Not included
1187,The St. Regis Venice,9.3,SanMarco,Wonderful,405,4716,0.3,Deluxe King Room,5,Not included
1194,Corte Barozzi Venice Suites,9.0,SanMarco,Wonderful,623,704,0.3,Double or Twin Room,0,Not included
1198,Alloggi Ai Tessitori,9.0,Cannaregio,Wonderful,314,518,0.9,Double or Twin Room,2,Breakfast included
1200,Egò Boutique Hotel The Silk Road,9.3,SanMarco,Wonderful,386,1523,0.45,Classic King Room,4,Breakfast included
1203,PALAZZO PIANCA,9.1,SanMarco,Wonderful,704,1234,0.5,Suite,4,Not included
1204,B&B Patatina,9.1,SantaCroce,Wonderful,1154,2350,1.1,Comfort Triple Room with Shower,3,Breakfast included
1205,Hotel L'Orologio - WTB Hotels,9.0,SanPolo,Wonderful,1345,1044,0.8,Superior Double Room,4,Breakfast included
1206,Ca'di Dio-Small Luxury Hotel,9.3,Castello,Wonderful,789,1726,0.8,Deluxe Room,5,Breakfast included
1208,B&B Al Pozzo di Luce,9.4,Cannaregio,Wonderful,355,572,1,Double Room,3,Breakfast included
1213,Ai Cherubini,9.3,SanMarco,Wonderful,799,687,0.6,Standard Double Room,4,Not included
1220,Ca' dei Cuori on the Grand Canal,9.1,Cannaregio,Wonderful,238,869,1.3,Standard Apartment,4,Not included
1222,Aqua Palace,9.2,Castello,Wonderful,1093,800,0.3,Double Room,4,Not included
1224,Novecento Boutique Hotel,9.2,SanMarco,Wonderful,125,1356,0.6,Superior Double Room,0,Breakfast included
1226,Hotel Aquarius Venice-Ascend Hotel Collection,9.3,SantaCroce,Wonderful,617,899,1.1,Standard King Room,4,Not included
1227,Canaletto Luxury Suites - San Marco Luxury,9.1,SanMarco,Wonderful,68,2478,0.1,Suite with Terrace San Marco Square View,4,Breakfast included
1237,Hotel Papadopoli Venezia - MGallery Collection,9.0,SantaCroce,Wonderful,400,1006,1.4,Superior King or Twin Room,4,Not included
1243,Liassidi Wellness Suites,9.0,Castello,Wonderful,302,1189,0.6,Queen Suite with City View and Turkish Bath,4,Breakfast included
1246,Il Palazzo Experimental,9.1,Dorsoduro,Wonderful,657,1307,1.3,Superior Double Room,4,Not included
1248,Ca' Nigra Lagoon Resort,9.0,SantaCroce,Wonderful,554,954,1.4,Standard Double or Twin Room - Ground Floor,4,Breakfast included
1250,Hotel Nani Mocenigo Palace,9.2,Dorsoduro,Wonderful,710,835,1,Classic Double or Twin Room,4,Not included
1255,Charming Palace Corte del Teatro,9.0,Cannaregio,Wonderful,456,576,0.6,One-Bedroom Apartment with Terrace,4,Not included
1256,Ca' Venere Apartments Cannaregio,9.0,Cannaregio,Wonderful,239,535,1.5,Deluxe Apartment,3,Not included
1257,Charming House DD724,9.0,Dorsoduro,Wonderful,126,881,0.7,Single Room,4,Breakfast included
1259,Hotel Ai Reali - Small Luxury Hotels of the World,9.1,Castello,Wonderful,1107,1381,0.35,Classic Double Room,4,Breakfast included
1262,Aqua Palace,9.2,Castello,Wonderful,1093,800,0.3,Double Room,4,Not included
1265,The St. Regis Venice,9.3,SanMarco,Wonderful,405,4716,0.3,Deluxe King Room,5,Not included
1266,palazzo suite ducale,9.0,Castello,Wonderful,762,631,0.45,Budget Double Room,4,Not included
1267,Ca' Lucia Apartment,9.2,SanPolo,Wonderful,96,882,1,Two-Bedroom Apartment,3,Not included
1268,Biennale Apartment Venice,9.4,Castello,Wonderful,44,816,1.3,One-Bedroom Apartment,3,Not included
1273,Ca Bea,9.0,Dorsoduro,Wonderful,167,559,1.5,Deluxe King Room,3,Not included
1274,Charming Palace Corte del Teatro,9.0,Cannaregio,Wonderful,456,576,0.6,One-Bedroom Apartment with Terrace,4,Not included
1275,Ai Patrizi di Venezia,9.4,SanMarco,Wonderful,801,863,0.35,One-Bedroom Apartment,4,Not included
1276,Hotel Ai Reali - Small Luxury Hotels of the World,9.1,Castello,Wonderful,1107,1381,0.35,Classic Double Room,4,Breakfast included
1279,Ca' degli Specchieri,9.0,SanMarco,Wonderful,278,1169,0.25,Family Room with Private Bathroom,0,Not included
1280,Hotel Nani Mocenigo Palace,9.2,Dorsoduro,Wonderful,710,835,1,Classic Double or Twin Room,4,Not included
1298,Ormesini Courtyard Apartment,9.3,Cannaregio,Wonderful,9,746,1.4,One-Bedroom Apartment,4,Not included
1302,Ca' Venere Apartments Cannaregio,9.0,Cannaregio,Wonderful,239,535,1.5,Deluxe Apartment,3,Not included
1306,San Marco Suite 755,9.0,SanMarco,Wonderful,574,1195,0.2,Suite with Terrace,4,Not included
1308,Ca' Berto Apartment,9.0,Cannaregio,Wonderful,72,812,1.5,Apartment,3,Not included
